id,year,Title,Authors
11083,2000,Renormalization of composite operators,"J. Polonyi (Pasteur Univ., Strasbourg, ELTE Budapest), K. Sailer (Univ. Debrecen)"
11084,2000,Non-commutative Geometry and the Higgs Masses,"A. Catal, T. Dereli (METU, Ankara)"
11085,2000,Weyl Invariant p-brane and Dp-brane actions,"J. Antonio Garc\'ia, Rom\'an Linares and J. David Vergara"
11086,2000,Field theory insight from the AdS/CFT correspondence,"D.Z Freedman (MIT), P. Henry-Labordere (LPT-ENS)"
11087,2000,A new Dirac-type equation for tachyonic neutrinos,Tsao Chang
11088,2000,Renormalization of noncommutative U(N) gauge theories,"L.Bonora, M.Salizzoni"
11089,2000,On Realising N=1 Super Yang-Mills in M theory,B. S. Acharya
11090,2000,Brane Vacuum as Chain of Rotators,"E.E. Donets, A.P. Isaev, C. Sochichiu, and M. Tsulaia"
11091,2000,D-branes on a Noncompact Singular Calabi-Yau Manifold,Katsuyuki Sugiyama and Satoshi Yamaguchi (Kyoto Univ.)
11092,2000,Scale Invariance and the AdS/CFT Correspondence,"Adel M. Awad, Clifford V. Johnson"
11093,2000,Seiberg-Witten theory and duality in integrable systems,A.Mironov
11094,2000,"Matrix Model, Noncommutative Gauge Theory and the Tachyon Potential","Gautam Mandal, Spenta R. Wadia"
11095,2000,Trieste lectures on solitons in noncommutative gauge theories,Nikita A. Nekrasov
11096,2000,New Solvable Singular Potentials,"R. Dutt, A. Gangopadhyaya, C. Rasinariu and U. Sukhatme"
11097,2000,Black holes with topologically nontrivial AdS asymptotics,"R. Aros, R. Troncoso and J. Zanelli"
11098,2000,Our wall as the origin of CP violation,Yutaka Sakamura
11099,2000,Noncommutative Vortex Solitons,"Dongsu Bak, Kimyeong Lee and Jeong-Hyuck Park"
11100,2000,A spinor-like representation of the contact superconformal algebra K'(4),Elena Poletaeva
11101,2000,Landau-Ginzburg Description of D-branes on ALE Spaces,Jiro Hashiba (Yukawa Inst.) and Michihiro Naka (U. Tokyo)
11102,2000,A Novel Mass Hierarchy and Discrete Excitation Spectra from Quantum-Fluctuating D-branes,G.K. Leontaris and N.E. Mavromatos
11103,2000,On the Cohomological Structure of Supersymmetric Lagrangeans With and Without Auxiliary Fields,K. Ulker
11104,2000,The correlation function in two dimensional Ising model on the finite size lattice. I,"A.I. Bugrij (Bogolyubov Inst. Theor. Phys., Kiev)"
11105,2000,Non-Critical Poincar\'e Invariant Bosonic String Backgrounds and Closed String Tachyons,"E. Alvarez, C. Gomez, L. Hernandez"
11106,2000,Renormalizing DLCQ Using Supersymmetry,"Igor Filippov, Stephen S. Pinsky, John R. Hiller"
11107,2000,Boundary Rings and N=2 Coset Models,W. Lerche and J. Walcher
11108,2000,Background Independent Open String Field Theory and Constant B-Field,D.Nemeschansky and V. Yasnov
11109,2000,"Conformal field theory, boundary conditions and applications to string theory","C. Schweigert, J. Fuchs, J. Walcher"
11110,2000,TASI Lectures: Cosmology for String Theorists,Sean M. Carroll
11111,2000,Solitonic Brane World with Completely Localized (Super)Gravity,Alberto Iglesias and Zurab Kakushadze
11112,2000,Light-cone Form of Field Dynamics in AdS space-time,R.R.Metsaev
11113,2000,Domain walls in supersymmetric QCD: The taming of the zoo,"Daniele Binosi, Tonnis ter Veldhuis"
11114,2000,A Note on Compactifications on Spin(7)-Holonomy Manifolds,Katrin Becker
11115,2000,"AdS/CFT correspondence, conformal anomaly and quantum corrected entropy bounds",Shin'ichi Nojiri and Sergei D. Odintsov
11116,2000,Tunneling of Born-Infeld Strings to D2-Branes,"D. K. Park, S. Tamaryan, Y. -G. Miao, H. J. W. M\""uller-Kirsten"
11117,2000,Tachyon condensation in cubic superstring field theory,"I. Ya. Aref'eva, D. M. Belov, A. S. Koshelev, P. B. Medvedev"
11118,2000,Model for self-tuning the cosmological constant,"Jihn E. Kim, Bumseok Kyae, Hyun Min Lee"
11119,2000,Open string derivation of winding states in thermal noncommutative field theories,"Youngjai Kiem, Dong Hyun Park, and Haru-Tada Sato"
11120,2000,Classical and quantum aspects of the extended antifield formalism,Glenn Barnich
11121,2000,Supersymmetric Domain Wall and RG Flow from 4-Dimensional Gauged N=8 Supergravity,Changhyun Ahn and Kyungsung Woo
11122,2000,Supercurrents in Matrix theory and the generalized AdS/CFT correspondence,Yasuhiro Sekino
11123,2000,Left-Right Symmetric Models in Noncommutative Geometries?,Florian Girelli
11124,2000,Confinement in three dimensional magnetic monopole--dipole gas,M.N. Chernodub
11125,2000,"*-Trek II: *_n Operations, Open Wilson Lines and the Seiberg-Witten Map",Hong Liu (Rutgers)
11126,2000,Multi Parametric Deformed Heisenberg Algebras: A Route to Complexity,E. M. F. Curado and M. A. Rego-Monteiro
11127,2000,The evolution of unstable black holes in anti-de Sitter space,Steven S. Gubser and Indrajit Mitra (Princeton University)
11128,2000,Capture of bulk geodesics by brane-world black holes,Andrew Chamblin (MIT)
11129,2000,Static Solution in Source-Free SU(2) Yang-Mills Theory,X.-J. Wang and M.-L. Yan
11130,2000,Rolling among G_2 vacua,H. Partouche (Polytechnique) and B. Pioline (Harvard and LPTHE)
11131,2000,"Supergravity couplings to Noncommutative Branes, Open Wilson Lines and Generalised Star Products",S. R. Das and S. P. Trivedi
11132,2000,Mass Spectra of N=2 Supersymmetric SU(n) Chern-Simons-Higgs Theories,Hsien-chung Kao
11133,2000,Topological Unconstrained QCD,Victor Pervushin
11134,2000,$Q{\bar Q}$ potential in the Schwinger model on curved space - time,"H. Mohseni. Sadjadi, Kh. Saaidi"
11135,2000,Symplectic leaves of W-algebras from the reduced Kac-Moody point of view,Z. Bajnok and D. Nogradi
11136,2000,A note on Weyl transformations in two-dimensional dilaton gravity,Marco Cavaglia
11137,2000,Generating All Wigner Functions,"Thomas Curtright, Tsuneo Uematsu, and Cosmas Zachos"
11138,2000,The m->0 limit for massive graviton in dS_4 and AdS_4. How to circumvent the van Dam-Veltman-Zakharov discontinuity,"Ian I. Kogan, Stavros Mouslopoulos and Antonios Papazoglou (Oxford University)"
11139,2000,Noncommutative scalar solitons: existence and nonexistence,"B. Durhuus, T. Jonsson and R. Nest"
11140,2000,The one-loop effective action of noncommutative {\cal N}=4 super Yang-Mills is gauge invariant,"Mario Pernici, Alberto Santambrogio and Daniela Zanon"
11141,2000,A new bigravity model with exclusively positive branes,"Ian I. Kogan, Stavros Mouslopoulos and Antonios Papazoglou (Oxford University)"
11142,2000,Numerical Aspects of Bubble Nucleation,"Surujhdeo Seunarine, Douglas W. McKay"
11143,2000,Cosmology and Modulus Stabilization in the Randall-Sundrum Setup with Bulk Matter,Bumseok Kyae
11144,2000,"Domain walls, stabilities, and the mass hierarchy of the Randall-Sundrum Model","Haewon Lee, W. S. l'Yi"
11145,2000,The Lax pairs for elliptic C_n and BC_n Ruijsenaars-Schneider models and their spectral curves,"Kai Chen, Bo-yu Hou and Wen-Li Yang"
11146,2000,Finite temperature resolution of the Klebanov-Tseytlin singularity,Alex Buchel
11147,2000,Transformation of the Dirac-Born-Infeld action under the Seiberg-Witten map,Mohammad R. Garousi
11148,2000,D-branes in Singular Calabi-Yau n-fold and N=2 Liouville Theory,Tohru Eguchi and Yuji Sugawara
11149,2000,The metric and strong coupling limit of the M5-brane,G W Gibbons and P C West
11150,2000,Quons in Relativistic Theories Must be Bosons or Fermions,Chi-Keung Chow and O.W. Greenberg
11151,2000,Vacuum energy in the background of delta potentials,M. Scandurra (Leipzig U.)
11152,2000,No Van Dam-Veltman-Zakharov Discontinuity in Ads Space,M. Porrati
11153,2000,Static dilaton solutions and singularities in six dimensional warped compactification with higher derivatives,"Massimo Giovannini (Institute for Theoretical Physics, Lausanne University)"
11154,2000,The point-splitting regularization of (2+1)d parity breaking models,"D.G. Barci, J.F. Medeiros Neto, L.E. Oxman and S.P. Sorella"
11155,2000,On the stability of the Quantum Hall soliton,Iosif Bena and Aleksey Nudelman
11156,2000,Locally Localized Gravity,Andreas Karch and Lisa Randall
11157,2000,Homotopic Classification of Yang-Mills Vacua Taking into Account Causality,"Gabor Etesi (YITP, Kyoto University, Japan)"
11158,2000,Nonlinear Realization of Lorentz Symmetry,Naoto Yokoi
11159,2000,Vanishing of cosmological constant in nonfactorizable geometry,"T. Padmanabhan, S. Shankaranarayanan (IUCAA, Pune)"
11160,2000,A power law for the lowest eigenvalue in localized massive gravity,Andre Miemiec
11161,2000,Noncommutative renormalization for massless QED,Christian Brouder and Alessandra Frabetti
11162,2000,Integrable hierarchies from BRST-anti-BRST gauge-fixing,V. Calian
11163,2000,Renormalization of non-locally regularized BRST-anti-BRST theories,"V. Calian, G. Stoenescu"
11164,2000,Comments Concerning the CFT Description of Small Objects in AdS,"V. Hubeny, L. Susskind, N. Toumbas"
11165,2000,"Finite N AdS/CFT Correspondence for Abelian and Nonabelian Orbifolds, and Gauge Coupling Unification",Paul H. Frampton
11166,2000,Probing Some N=1 AdS/CFT RG Flows,"Clifford V. Johnson, Kenneth J. Lovis, David C. Page"
11167,2000,Randall-Sundrum Brane Tensions,"M. Cvetic, M.J. Duff, James T. Liu, H. Lu, C.N. Pope and K.S. Stelle"
11168,2000,Splitting of Heterogeneous Boundaries in a System of the Tricritical Ising Model Coupled to 2-Dim Gravity,"Masahiro Anazawa, Atushi Ishikawa"
11169,2000,Calorons in Weyl Gauge,"Gerald V. Dunne, Bayram Tekin"
11170,2000,Quantum Corrections to Noncommutative Solitons,Miao Li
11171,2000,Conformal Non-Geometric Gravity in Six Dimensions and M-Theory above the Planck Energy,C.M. Hull
11172,2000,Quantum mechanics on the noncommutative plane and sphere,"V.P. Nair (CUNY), A.P. Polychronakos (CUNY & Ru)"
11173,2000,Norcor vs the Abominable Gauge Completion,Marcus T. Grisaru and Marcia E. Knutt
11174,2000,Wess-Zumino Model in the Causal Approach,Dan Radu Grigore
11175,2000,Gaussian and Mean Field Approximations for Reduced Yang-Mills Integrals,"Satsuki Oda, Fumihiko Sugino"
11176,2000,"Renormalized black hole entropy in anti-de Sitter space via the ""brick wall"" method",Elizabeth Winstanley
11177,2000,The Emergence of Localized Gravity,Matthew D. Schwartz
11178,2000,On the effective character of a non abelian DBI action,"M. A. R. Osorio, Mar\'{\i}a Su\'arez (University of Oviedo, Asturias, Spain)"
11179,2000,A two point function in a cascading N=1 gauge theory from supergravity,Michael Krasnitz
11180,2000,Covariant relativistic quantum theory,T. Garavaglia
11181,2000,Yukawa Textures in Heterotic M-Theory,R. Arnowitt and B. Dutta
11182,2000,Holographic renormalization group and conformal anomaly for AdS_9/CFT_8 correspondence,"Shin'ichi Nojiri, Sergei D. Odintsov and Sachiko Ogushi"
11183,2000,The Translation Groups as Generators of Gauge Transformation in B$\wedge$F Theory,Rabin Banerjee and Biswajit Chakraborty
11184,2000,Time Evolution as a Gauge Transformation: x^5-dependent Cosmological Solution in 5d Kaluza-Klein Theory,Gyeong Yun Jun and Pyung Seong Kwon
11185,2000,Stable Non-BPS States and Their Holographic Duals,Sunil Mukhi and Nemani V. Suryanarayana
11186,2000,Classification of Conformality Models Based on Nonabelian Orbifolds,Paul H. Frampton and Thomas W. Kephart
11187,2000,Dyonic Integrable Models,"J.F. Gomes, E. P. Gueuvoghlanian, G.M. Sotkov and A.H. Zimerman"
11188,2000,Rotating Super Black Hole as Spinning Particle,Alexander Burinskii
11189,2000,On the Beta Function for Anisotropic Current Interactions in 2D,"B. Gerganov, A. LeClair and M. Moriconi"
11190,2000,Fivebranes Wrapped On Associative Three-Cycles,"Bobby S. Acharya, Jerome P. Gauntlett and Nakwoo Kim"
11191,2000,Superparticle and superstring in AdS_3 x S^3 Ramond-Ramond background in light-cone gauge,R.R. Metsaev and A.A. Tseytlin
11192,2000,"Discrete Torsion, Covering Groups and Quiver Diagrams","Bo Feng, Amihay Hanany, Yang-Hui He and Nikolaos Prezas"
11193,2000,N = 2 Gauge/Gravity Duals,Joseph Polchinski
11194,2000,Discrete Lorentzian Quantum Gravity,"R. Loll (Albert-Einstein-Institut, Golm)"
11195,2000,Brane Cosmology with Non-Static Bulk,Ali Nayeri
11196,2000,Electric-Magnetic Duality in QED Effective Action,"W. S. Bae, Y. M. Cho, D. G. Pak"
11197,2000,Integrable Many-Body Systems and Gauge Theories,A.Gorsky and A.Mironov
11198,2000,"Casimir Effect, Hawking Radiation and Trace Anomaly",M.R. Setare
11199,2000,Percolation and the existence of a soft phase in the classical Heisenberg model,Adrian Patrascioiu and Erhard Seiler
11200,2000,A groupoid approach to spaces of generalized connections,J. M. Velhinho
11201,2000,Gauge Symmetry Breakdown due to Dyanamical versus Elementary Higgs,"Takayuki Matsuki, Masashi Shiotani"
11202,2000,"Instantons, Compactification and S-duality in N=4 SUSY Yang-Mills Theory II",Nick Dorey and Andrei Parnachev
11203,2000,Supersymmetry and finite-temperature strings,"I. Bakas, A. Bilal, J.-P. Derendinger and K. Sfetsos"
11204,2000,Glueball Masses for the Deformed Conifold Theory,"Elena Caceres, Rafael Hernandez"
11205,2000,Nielsen-Olesen vortices in noncommutative space,"G.S. Lozano, E.F. Moreno and F.A. Schaposnik"
11206,2000,Noncommutative N=2 Strings,"Alok Kumar, Aalok Misra and Kamal Lochan Panigrahi (IOP, Bhubaneswar, India)"
11207,2000,Holographic Renormalization Group Flows: The View from Ten Dimensions,Nicholas P. Warner
11208,2000,The geometry of W3 algebra: a twofold way for the rebirth of a symmetry,"G. Bandelloni (INFN-Genoa), S. Lazzarini (CPT-Marseille)"
11209,2000,Exact Solvability of Superintegrable Systems,"Piergiulio Tempesta, Alexander V. Turbiner and Pavel Winternitz"
11210,2000,"Hopf instantons, Chern-Simons vortices, and Heisenberg ferromagnets",P. A. Horv\'athy
11211,2000,The Cohomological Supercharge,Peter Austing
11212,2000,A Linear-confined Particle and the Dirac Equation,J. Weiss
11213,2000,An AAD Model of Point Particle and the Pauli Equation,J. Weiss
11214,2000,Chern-Simons Particles with Nonstandard Gravitational Interaction,"J. Lukierski (Wroclaw, Poland), P.C. Stichel (Bielefeld, Germany) and W.J. Zakrzewski (Durham, UK)"
11215,2000,"Symmetries and Compactifications of (4,0) Conformal Gravity",C.M. Hull
11216,2000,Clifford Algebra Based Polydimensional Relativity and Relativistic Dynamics,Matej Pavsic
11217,2000,Supersymmetric Conical Defects: Towards a string theoretic description of black hole formation,"Vijay Balasubramanian, Jan de Boer, Esko Keski-Vakkuri and Simon F. Ross"
11218,2000,Wilsonian Effective Actions and the IR/UV Mixing in Noncommutative Gauge Theories,Valentin V. Khoze and Gabriele Travaglini (Durham)
11219,2000,Static Gauge Potential from Noncritical Strings,Enrique Alvarez and Juan Jose Manjarin
11220,2000,Dirac Charge Quantization and Generalized Differential Cohomology,Daniel S. Freed
11221,2000,Locally Anisotropic Supergravity and Gauge Gravity on Noncommutative Spaces,"S. I. Vacaru, I. A. Chiosa and Nadejda A. Vicol"
11222,2000,Seiberg-Witten Toda Chains and N=1 SQCD,A.Marshakov
11223,2000,Some Issues in Noncommutative Solitons as D-branes,"S. P. de Alwis, A. T. Flournoy"
11224,2000,On the construction of corrected Light-Front Hamiltonian for QED_2,"S.A. Paston, E.V. Prokhvatilov, V.A. Franke"
11225,2000,Brane World Sum Rules,"Gary Gibbons, Renata Kallosh and Andrei Linde"
11226,2000,Gauge Fields and Fermions in Tachyon Effective Field Theories,Joseph A. Minahan and Barton Zwiebach
11227,2000,Remarks on twisted theories with matter,"Jose D. Edelstein, Marta Gomez-Reino and Marcos Marino"
11228,2000,"Multiple ""parallel"" D-branes seen as leaves of foliations and Duminy's theorem","Ioannis P. Zois (Mathematical Institute, University of Oxford)"
11229,2000,Unitarity and Asymptotic Behavior of Amplitudes in Non-Anticommutative Quantum Field Theory,J. W. Moffat
11230,2000,Gravity in Warped Compactifications and the Holographic Stress Tensor,"Sebastian de Haro, Kostas Skenderis, Sergey N. Solodukhin"
11231,2000,Degenerate Dynamical Systems,"J. Saavedra, R. Troncoso and J. Zanelli"
11232,2000,Massive Schwinger model and its confining aspects on curved space-time,"M. Alimohammadi, H. Mohseni Sadjadi"
11233,2000,Factorization and generalized *-products,"Youngjai Kiem, Dong Hyun Park, Sangmin Lee"
11234,2000,Supersymmetry of the extreme rotating toroidal black hole,Jose' P. S. Lemos
11235,2000,Physical sense of renormalizability,B. P. Kosyakov
11236,2000,"(NS5,Dp) and (NS5,D(p+2),Dp) bound states of type IIB and type IIA string theories",Indranil Mitra and Shibaji Roy (Saha Inst.)
11237,2000,Transplantation of Local Nets and Geometric Modular Action on Robertson-Walker Space-Times,"Detlev Buchholz, Jens Mund, Stephen J. Summers"
11238,2000,Constraints on the tachyon condensate from anomalous symmetries,Martin Schnabl
11239,2000,"Hidden Symmetries, Central Charges and All That","Bernard de Wit (Utrecht University, Utrecht, The Netherlands), Hermann Nicolai (Albert-Einstein-Institute, Golm, Germany)"
11240,2000,Gravity in Two Spacetime Dimensions,Thomas Strobl
11241,2000,Remarks on Inflation and Noncommutative Geometry,"Chong-Sun Chu, Brian R. Greene, Gary Shiu"
11242,2000,Dielectric branes and spontaneous symmetry breaking,"Cesar Gomez, Bert Janssen, Pedro J. Silva"
11243,2000,Noether and topological currents equivalence and soliton/particle correspondence in affine $sl(2)^{(1)}$ Toda theory coupled to matter,Harold Blas
11244,2000,Comments on Noncommutative Gauge Theories,"Dongsu Bak, Kimyeong Lee, Jeong-Hyuck Park"
11245,2000,Gravitational Higgs Mechanism,Zurab Kakushadze and Peter Langfelder
11246,2000,An Order Parameter Reconciling Abelian and Center Dominance in SU(2) Yang-Mills Theory,J. Froehlich and P. A. Marchetti
11247,2000,The D-Instanton Partition Function,"Nick Dorey, Timothy J. Hollowood and Valentin V. Khoze"
11248,2000,Poisson Structure Induced Field Theories and Models of 1+1 Dimensional Gravity,Thomas Strobl
11249,2000,Hopf defects as seeds for monopole loops,Falk Bruckmann (FSU Jena)
11250,2000,Zero-point field induced mass vs. QED mass renormalization,G. Modanese (CIPA and Univ. Bolzano)
11251,2000,Note on Four Dp-Branes at Angles,Ion V. Vancea
11252,2000,One-loop effective potential for scalar and vector fields on higher dimensional noncommutative flat manifolds,"A.A Bytsenko, A.E. Goncalves and S. Zerbini"
11253,2000,"Integrability, Seiberg-Witten Models and Picard-Fuchs Equations",Jose M. Isidro
11254,2000,On Metric Perturbations in Brane-World Scenarios,Andrey Neronov and Ivo Sachs
11255,2000,On Isolated Vacua and Background Independence,T.Banks
11256,2000,An M-theory Flop as a Large N Duality,"M. Atiyah, J. Maldacena and C. Vafa"
11257,2000,Instanton amplitudes in open-closed topological string theory,C. I. Lazaroiu
11258,2000,Mode regularization of the susy sphaleron and kink: zero modes and discrete gauge symmetry,"Alfred Scharff Goldhaber, Andrei Litvintsev, Peter van Nieuwenhuizen"
11259,2000,Non-Anticommutative Quantum Gravity,J. W. Moffat
11260,2000,Topological quantum field theories,Albert Schwarz
11261,2000,Gauge theories on noncommutative spaces,Albert Schwarz
11262,2000,Solutions to the cosmological constant problems,J. Garriga and A. Vilenkin
11263,2000,De Rham-Kodaira's Theorem and Dual Gauge Transformations,"Hisashi Echigoya, Tadashi Miyazaki"
11264,2000,On the supersymmetric non-abelian Born-Infeld action,"E. A. Bergshoeff, M. de Roo and A. Sevrin"
11265,2000,The Symmetry Reduction from Interactions to Particles,Heinrich Saller (MPI f. Physik)
11266,2000,Large N limit of Calogero-Moser models and Conformal Field Theories,"M. Cadoni, P. Carta, D. Klemm"
11267,2000,BRS-Chern-Simons forms and cyclic homology,Denis Perrot (CPT-Marseille)
11268,2000,Supersymmetric Field Theories on Deformed Space-Time,M. A. Lled\'o
11269,2000,"Dilaton Tadpoles, Warped Geometries and Large Extra Dimensions for Non-Supersymmetric Strings",Ralph Blumenhagen and Anamaria Font
11270,2000,The mass of asymptotically anti-de Sitter space-times,"Piotr T. Chrusciel, Gabriel Nagy"
11271,2000,The Non-Abelian Self Dual String on the Light Cone,"Vanicson L. Campos, Gabriele Ferretti, Per Salomonson"
11272,2000,The Challenge of Light-Front Quantisation: Recent Results,"Victor T. Kim (PNPI, St.Petersburg & CERN, Geneva), Victor A. Matveev (INR, Moscow), Grigorii B. Pivovarov (INR, Moscow) and James P. Vary (Iowa
 State University, Ames)"
11273,2000,New results for the quantum supersymmetric kink,"Alfred Scharff Goldhaber, Andrei Litvintsev and Peter van Nieuwenhuizen"
11274,2000,John Bell's Observations on the Chiral Anomaly and Some Properties of Its Descendants,R. Jackiw
11275,2000,Descendants of the Chiral Anomaly,R. Jackiw
11276,2000,Non-perturbative 3d Lorentzian Quantum Gravity,"J. Ambjorn (NBI, Copenhagen), J. Jurkiewicz (U. Krakow) and R. Loll (AEI, Golm)"
11277,2000,The method of direct expansions of Feynman integrals,S.A. Larin
11278,2000,No van Dam-Veltman-Zakharov Discontinuity for Supergravity in AdS Space,"P.A. Grassi (New York Univ.) and P. van Nieuwenhuizen (YITP, Stony Brook)"
11279,2000,Supergravity Duals for N=2 Gauge Theories,A. Rajaraman
11280,2000,Bound States from Regge Trajectories in a Scalar Model,"A. Weber, J.C. Lopez Vieyra, C.R. Stephens, S. Dilcher, P.O. Hess"
11281,2000,Contact interactions in D-brane models,"I. Antoniadis, K. Benakli, A.Laugier"
11282,2000,Holographic Noncommutativity,"David S. Berman, Vanicson L. Campos, Martin Cederwall, Ulf Gran, Henric Larsson, Mikkel Nielsen, Bengt E.W. Nilsson and Per Sundell"
11283,2000,"Spin(p+1,p+1) Covariant Dp-brane Bound States",Per Sundell
11284,2000,Black hole entropy: certain quantum features,Parthasarathi Majumdar
11285,2000,Branes from Unstable Systems of Branes,"Laurent Houart, Yolanda Lozano"
11286,2000,Status of Microscopic Modeling of Black Holes by D1-D5 System,Spenta R. Wadia
11287,2000,Kaluza-Klein Vortices,"Vakif K. Onemli, Bayram Tekin"
11288,2000,Supergravity and D-branes Wrapping Supersymmetric 3-Cycles,Harald Nieder and Yaron Oz
11289,2000,Supersymmetric Standard Models on D-Branes,"D. Bailin, G. V. Kraniotis, A. Love"
11290,2000,Closed Universe in Mirage Cosmology,Donam Youm
11291,2000,Space-time discretization: the way to the fundamental element without a determined form,Sergei Afanas'ev
11292,2000,W Algebras from AdS/CFT Correspondence,S. Korden
11293,2000,Low-energy electron-electron bound states in planar QED,"H. R. Christiansen, O. M. Del Cima, M. M. Ferreira Jr, J. A. Helayel-Neto"
11294,2000,CP violation and target-space modular invariance,Thomas Dent (University of Michigan)
12001,2000,Possible Effects of Spacetime Foam in Particle Physics,A. A. Kirillov
12002,2000,Annihilation and creation operators in non-Hermitian supersymmetric quantum mechanics,Miloslav Znojil
12003,2000,An Exotic Theory of Massless Spin-Two Fields in Three Dimensions,"Nicolas Boulanger, Leonardo Gualtieri"
12004,2000,Pointlike Hopf defects in Abelian projections,Falk Bruckmann (FSU Jena)
12005,2000,Path Integral Quantization of Dual Abelian Gauge Theory,Mark S. Swanson
12006,2000,A Six Vertex Model on a Fishnet,Charles B. Thorn
12007,2000,"Some Comments on Branes, G-flux, and K-theory",Gregory Moore
12008,2000,Hidden Virasoro Symmetry of the Sine Gordon Theory,Davide Fioravanti
12009,2000,"Noncommutative ${\cal N}=1,2$ super U(N) Yang-Mills: UV/IR mixing and effective action results at one loop",Daniela Zanon (U. of Milano)
12010,2000,T-duality of the Green-Schwarz superstring,Bogdan Kulik and Radu Roiban
12011,2000,"Ricci-flat Metrics, Harmonic Forms and Brane Resolutions","M. Cvetic, G.W. Gibbons, H. Lu and C.N. Pope"
12012,2000,Dynamics of Effective Gluons,Stanislaw D. Glazek (Warsaw University)
12013,2000,Localization of Bulk Fields on AdS_4 Brane in AdS_5,Ichiro Oda
12014,2000,(Dis)continuities of Massless Limits in Spin 3/2-mediated Interactions and Cosmological Supergravity,S. Deser and A. Waldron
12015,2000,Global monopoles and scalar fields as the electrogravity dual of Schwarzschild spacetime,Naresh Dadhich and Narayan Banerjee
12016,2000,The Heterotic Dyonic Instanton,"E. Eyras, P.K. Townsend and M. Zamaklar"
12017,2000,Exact late time Hawking radiation and the information loss problem for evaporating near-extremal black holes,"Alessandro Fabbri, Diego J. Navarro and Jose Navarro-Salas"
12018,2000,Singularities of the Seiberg-Witten map,Andrei G. Bytsko
12019,2000,Evaporation of charged black holes near extremality,"A. Fabbri, D. J. Navarro and J. Navarro-Salas"
12020,2000,Thermodynamics of Near-Extreme Black Holes,Don N. Page
12021,2000,Braided Structure in 4-dimensional conformal Quantum Field Theory,Bert Schroer (CBPF Rio de Janeiro)
12022,2000,Hamiltonian Approach To 2+1 Dimensional Gravity,"L. Cantini, P. Menotti and D. Seminara"
12023,2000,"Nonlinear Supersymmetry, Quantum Anomaly and Quasi-Exactly Solvable Systems",Sergey Klishevich and Mikhail Plyushchay
12024,2000,The BRS invariance of noncommutative U(N) Yang-Mills theory at the one-loop level,C.P. Martin and D. Sanchez-Ruiz (Universidad Complutense de Madrid)
12025,2000,De-singularization by rotation,Juan Maldacena and Liat Maoz
12026,2000,On manifest SU(4) invariant superstring action in AdS(5) x S(5),R.R.Metsaev
12027,2000,Some Problems Concerning Interchange of Order of Integration in Functional Integral Formalism of U(1) Gauge Field Theories,"Wei-Min Sun, Xiang-Song Chen and Fan Wang"
12028,2000,Infrared and ultraviolet cutoffs of quantum field theory,"J.M. Carmona, J.L. Cortes"
12029,2000,Fine-Tuning of the Cosmological Constant in Brane Worlds,Stefan Forste
12030,2000,Linear Dilaton Background and Fully Localized Intersecting Five-branes,Kazutoshi Ohta and Takashi Yokono
12031,2000,Fermion-induced effective action in the presence of a static inhomogeneous magnetic field,Pavlos Pasipoularides
12032,2000,"An Sl(3,R) multiplet of 8-dimensional type II supergravity theories and the gauged supergravity inside","N. Alonso-Alberca, P. Meessen and T. Ortin"
12033,2000,Gravity localization on string-like defects in codimension two and the AdS/CFT correspondence,"Eduardo Ponton, Erich Poppitz"
12034,2000,Complex geometry of conifolds and 5-brane wrapped on 2-sphere,G. Papadopoulos and A.A. Tseytlin
12035,2000,The Geometry of Fractional Branes,"M. Frau, A. Liccardo and R. Musto"
12036,2000,Generalized geometries and kinematics for Quantum Gravity,"M. Botta Cantcheff (CBPF, Rio de Janeiro -Brazil-)"
12037,2000,Bosonic M Theory,Gary T. Horowitz and Leonard Susskind
12038,2000,Nonperturbative contributions in quantum-mechanical models: the instantonic approach,J. Casahorran (University of Zaragoza. Spain)
12039,2000,Radiatively Induced Lorentz and CPT Violation in QED at Finite Temperature,"J. R. S. Nascimento (UFPB), R. F. Ribeiro (UFPB) and N. F. Svaiter (CBPF)"
12040,2000,On group averaging for non-compact groups,Andres Gomberoff
12041,2000,"Mirror Symmetry, D-Branes and Counting Holomorphic Discs","Mina Aganagic, Cumrun Vafa"
12042,2000,Probing Naked Singularities in Non-supersymmetric String Vacua,"P. Berglund, T. Hubsch and D. Minic"
12043,2000,Consistency of the Hybrid Regularization with Higher Covariant Derivative and Infinitely Many Pauli-Villars,Koh-ichi Nittoh
12044,2000,Large-scale cosmological perturbations on the brane,"David Langlois, Roy Maartens, Misao Sasaki and David Wands"
12045,2000,D-branes in group manifolds and flux stabilization,Christoph Schweigert
12046,2000,"Twisted K-homology theory, twisted Ext-theory",V. Mathai and I.M. Singer (MIT)
12047,2000,Random values of the physical parameters,John F. Donoghue
12048,2000,Vacuum polarization in the Schwarzschild spacetime and dimensional reduction,"R. Balbinot, A. Fabbri, V. Frolov, P. Nicolini, P. Sutton, A. Zelnikov"
12049,2000,Time-like Extra Dimensions without Tachyons or Ghosts,Alberto Iglesias and Zurab Kakushadze
12050,2000,D-branes on Singularities: New Quivers from Old,"David Berenstein, Vishnu Jejjala and Robert G. Leigh"
12051,2000,7-Branes and Higher Kaluza-Klein Branes,Ernesto Lozano-Tellechea and Tomas Ortin (IFT-UAM/CSIC)
12052,2000,Bekenstein bounds in de Sitter and flat space,Raphael Bousso
